Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Vodka,Coca-Cola,Alcoholic,899,4611,5020,-409,2023-03-23,Tara Clark,Vermont,Williamville,68004,1-05-914332-1
Beer,Pepsi,Alcoholic,173,4446,2885,1561,2021-12-26,Rhonda Martin,Wisconsin,Ashleytown,32605,1-251-90345-2
Black Tea,Coca-Cola,Tea,917,1059,4774,-3715,2021-03-22,Sarah Mosley,West Virginia,Garciahaven,34585,1-5457-3206-X
Coffee,Dr. Pepper,Coffee,688,6709,2091,4618,2022-12-29,Kristin Stewart,Connecticut,Vincentville,40519,1-06-554663-7
Wine,Pepsi,Alcoholic,218,8172,4900,3272,2020-10-14,Bryan Campbell,Pennsylvania,Paynemouth,65687,1-05-922189-6
Wine,Coca-Cola,Alcoholic,454,8215,520,7695,2023-01-17,Tiffany Kerr,New Hampshire,Hillborough,87013,1-194-23260-4
Herbal Tea,Dr. Pepper,Tea,615,9592,2121,7471,2021-10-16,Nicole Montgomery,Rhode Island,North Daniel,73154,0-617-95839-4
Black Tea,Dr. Pepper,Tea,224,7095,4676,2419,2022-10-23,Justin Brown,Texas,Fosterfort,06247,1-80028-041-6
Vodka,Pepsi,Alcoholic,691,1392,7167,-5775,2020-09-21,Brad Miller,Wisconsin,Pattersonville,92289,1-60570-439-3
Wine,Pepsi,Alcoholic,617,4967,1265,3702,2020-11-22,Matthew Rangel,Missouri,East John,28483,0-902106-57-0
Black Tea,Pepsi,Tea,561,4196,4602,-406,2023-01-09,Benjamin Barnes,Vermont,Donnatown,05003,0-8187-8019-3
Wine,Pepsi,Alcoholic,600,2672,4650,-1978,2022-06-27,Tanya Decker,Arkansas,North Haley,34876,0-12-157741-4
Coffee,Pepsi,Coffee,508,3782,1293,2489,2021-09-26,James Pham,Missouri,Kellyland,06092,1-172-73065-2
Black Tea,Dr. Pepper,Tea,745,2758,6251,-3493,2020-01-23,Heather Carpenter,Rhode Island,Tiffanyfurt,02089,1-191-50733-5
Black Tea,Pepsi,Tea,850,4116,5100,-984,2021-09-12,Robert Walker,Oregon,Port Patriciaport,38986,0-384-61543-0
Cola,Dr. Pepper,Soft Drink,153,4586,3745,841,2022-04-20,Patricia Christian,Alabama,Griffinville,56751,1-366-01627-0
Energy Drink,Pepsi,Soft Drink,454,6180,6803,-623,2020-12-12,Jillian Smith,Maryland,Michaelstad,83509,1-4905-1409-0
Wine,Dr. Pepper,Alcoholic,260,9246,7292,1954,2022-04-24,Catherine Cook,Virginia,Cabreramouth,86235,1-218-91883-7
Black Tea,Coca-Cola,Tea,297,6401,5447,954,2020-07-03,Nicholas Johnson,North Dakota,Barryville,50925,0-13-673921-0
Beer,Pepsi,Alcoholic,800,2055,3594,-1539,2021-04-19,Jeffrey Johnson,Utah,Monroeberg,48683,1-191-41928-2
Beer,Coca-Cola,Alcoholic,179,2373,676,1697,2022-06-25,Elizabeth Jones,California,Loganshire,39282,1-123-03808-2
Green Tea,Coca-Cola,Tea,547,2054,2524,-470,2020-05-18,Mr. Sean Jacobs,Hawaii,Jacobfurt,27478,1-5387-2858-3
Energy Drink,Pepsi,Soft Drink,860,2265,4245,-1980,2022-05-19,Richard Thompson,Nevada,Guzmanshire,06089,1-4388-9002-8
Wine,Dr. Pepper,Alcoholic,142,5637,2834,2803,2021-06-26,Justin Mccarty,Georgia,Rayside,35493,0-7616-4749-X
Herbal Tea,Dr. Pepper,Tea,107,2818,4497,-1679,2020-09-12,Patty Clark,Tennessee,Hickmanton,17753,0-465-51145-7
Beer,Pepsi,Alcoholic,426,5908,7612,-1704,2020-08-10,Martin White,Washington,North Hunter,84171,1-217-87072-5
Lemonade,Dr. Pepper,Soft Drink,859,6859,2089,4770,2021-03-10,Mary Ford,Montana,New Daniel,53364,1-368-45440-2
Vodka,Dr. Pepper,Alcoholic,364,1028,7270,-6242,2020-10-12,Barbara Gonzalez,Pennsylvania,Johnview,44952,1-4808-7345-4
Energy Drink,Pepsi,Soft Drink,194,2188,4040,-1852,2021-10-30,Joyce Turner,Arkansas,North Brittany,97567,1-82631-396-6
Vodka,Pepsi,Alcoholic,366,7650,6936,714,2022-07-15,David Lewis,South Dakota,Lake Triciamouth,58424,0-7768-5261-2
Beer,Pepsi,Alcoholic,254,1448,544,904,2022-06-25,Jennifer Turner,Nevada,West Susanbury,10521,0-12-513535-1
Wine,Coca-Cola,Alcoholic,424,6330,3871,2459,2021-07-17,Deborah Bailey,Ohio,New Jamie,84505,1-4453-2034-7
Energy Drink,Coca-Cola,Soft Drink,368,5569,6149,-580,2021-02-26,Danny Henderson,Utah,Morganburgh,29174,0-477-12105-5
Coffee,Pepsi,Coffee,354,6205,6185,20,2022-08-01,Gloria Logan,California,Port Eric,70257,0-7783-7998-1
Herbal Tea,Pepsi,Tea,912,6582,3354,3228,2023-03-06,Jeffrey Kramer,Oklahoma,Coleburgh,28426,1-07-069126-7
Wine,Pepsi,Alcoholic,644,1226,3471,-2245,2023-06-23,Joe Howe,Kansas,Meganfort,96825,0-16-607478-0
Herbal Tea,Dr. Pepper,Tea,684,2304,558,1746,2020-12-14,Marissa Jones,Mississippi,New John,25738,0-7093-7280-9
Vodka,Pepsi,Alcoholic,538,6833,3714,3119,2020-06-13,Tony Baker,Rhode Island,East Barbara,57351,1-02-351321-8
Green Tea,Coca-Cola,Tea,398,3573,3705,-132,2022-08-08,Hannah Roman,North Dakota,East Maryside,19859,0-02-988193-5
Black Tea,Coca-Cola,Tea,233,6127,5145,982,2022-05-25,David Joseph,Missouri,New Matthewton,15185,1-955598-16-9
Vodka,Dr. Pepper,Alcoholic,155,2629,4737,-2108,2021-02-05,Samantha Lawson,Massachusetts,Mccormickfort,54418,1-921615-86-9
Wine,Pepsi,Alcoholic,554,2069,6282,-4213,2021-02-19,Clifford Kemp,Pennsylvania,North Haley,57508,1-60370-333-0
Vodka,Dr. Pepper,Alcoholic,452,9046,5445,3601,2020-07-25,Mr. William Anderson,North Carolina,West Sarah,61041,1-296-18708-X
Cola,Pepsi,Soft Drink,417,2554,3191,-637,2023-07-23,Lisa Shaw,New Mexico,Christopherburgh,21155,1-164-33269-4
Herbal Tea,Pepsi,Tea,273,1242,6705,-5463,2021-10-12,Catherine Kim,Indiana,Port Stacyberg,06179,1-59886-881-0
Beer,Dr. Pepper,Alcoholic,777,4285,950,3335,2021-10-30,Ellen Ross,Louisiana,Port Michael,38847,0-7826-8985-X
Herbal Tea,Dr. Pepper,Tea,741,2643,5063,-2420,2021-04-16,Lauren Rush DVM,Idaho,New Thomas,25150,0-499-08204-4
Beer,Dr. Pepper,Alcoholic,655,8189,7587,602,2021-08-30,Ethan Phelps,Connecticut,Davisview,04903,1-65510-231-1
Lemonade,Dr. Pepper,Soft Drink,965,3908,5552,-1644,2023-02-19,Casey Leonard,Louisiana,East Brianburgh,84023,1-80671-845-6
Wine,Pepsi,Alcoholic,222,7745,3434,4311,2022-10-22,Nicholas Ramirez,Connecticut,East Anne,05492,0-04-893772-X
Vodka,Dr. Pepper,Alcoholic,901,4424,6023,-1599,2020-08-27,Terry Espinoza,South Carolina,Hamptonchester,68015,0-684-50509-6
Coffee,Pepsi,Coffee,236,3820,6642,-2822,2021-08-23,Craig Galloway,Kansas,East Cindyside,84131,1-157-27901-5
Vodka,Coca-Cola,Alcoholic,864,6082,7625,-1543,2020-07-06,Lindsay King,North Carolina,Raymondhaven,98982,1-147-31542-6
Black Tea,Coca-Cola,Tea,437,5259,2827,2432,2020-11-15,Dennis Ellis PhD,Connecticut,Lake Chase,12596,1-67545-784-0
Black Tea,Pepsi,Tea,413,8186,5933,2253,2021-08-05,Jessica Farrell,Tennessee,New Brenda,05187,0-401-52198-2
Herbal Tea,Coca-Cola,Tea,937,9227,1227,8000,2023-06-14,Steven Williams,Montana,Masonmouth,48776,1-394-74893-0
Cola,Coca-Cola,Soft Drink,139,4083,2266,1817,2023-01-04,Shelby Reynolds,California,East Matthew,41439,0-534-72351-9
Green Tea,Coca-Cola,Tea,217,9874,6853,3021,2022-02-11,Keith Fernandez,New Mexico,Jessicatown,82086,1-249-01828-5
Green Tea,Dr. Pepper,Tea,443,8211,5294,2917,2023-07-02,Anna Smith,South Dakota,Lake Susanview,19041,1-388-08184-9
Vodka,Coca-Cola,Alcoholic,350,2657,3753,-1096,2021-05-06,Marcus Russell,Illinois,Ianview,58283,0-12-916988-9
Herbal Tea,Coca-Cola,Tea,300,1794,7360,-5566,2022-10-21,Melissa Johnson,Connecticut,South Kristifurt,33950,0-671-16937-8
Herbal Tea,Coca-Cola,Tea,532,4456,4360,96,2020-04-20,Joseph Johnson,Arkansas,Campbellfurt,48028,1-279-81530-2
Green Tea,Pepsi,Tea,103,3620,3697,-77,2022-03-02,James Torres,California,North Aaronburgh,47674,0-88023-897-6
Beer,Pepsi,Alcoholic,443,7363,2764,4599,2023-06-25,Mary Williams,Georgia,North Elizabethhaven,89501,1-211-25386-4
Lemonade,Pepsi,Soft Drink,245,1843,1910,-67,2023-05-21,Luis Weaver,Oklahoma,Lake Meganberg,85952,1-296-40063-8
Coffee,Coca-Cola,Coffee,806,1393,7116,-5723,2021-11-02,Connie Young,Missouri,Elizabethmouth,97303,1-358-47515-6
Energy Drink,Pepsi,Soft Drink,837,2439,4744,-2305,2021-08-09,Danielle Foster,Delaware,East Kimberlymouth,95508,1-141-06841-9
Coffee,Coca-Cola,Coffee,146,3682,5618,-1936,2022-03-03,Kelly Adams,Maryland,New Yvonneside,67614,0-314-46515-4
Energy Drink,Dr. Pepper,Soft Drink,918,5347,2543,2804,2020-02-10,Lisa Duncan,Arkansas,Lake Rebecca,47533,1-00-419198-7
Coffee,Coca-Cola,Coffee,220,2323,6260,-3937,2023-06-09,Kimberly Hayes,Arizona,Lake Jason,68019,1-4389-1538-1
Black Tea,Dr. Pepper,Tea,133,9282,6330,2952,2021-04-15,Steven Smith,Texas,South Tracyborough,02905,0-00-698768-0
Cola,Pepsi,Soft Drink,508,8137,5666,2471,2022-03-03,Ms. Alexis Bishop,Nebraska,Lake Jacobtown,55222,0-940271-26-5
Beer,Coca-Cola,Alcoholic,259,3889,5281,-1392,2021-09-05,Jessica Johnson,Minnesota,East Johnport,72531,0-542-23639-7
Beer,Dr. Pepper,Alcoholic,739,4334,4213,121,2022-07-25,Heather Hardin,Kentucky,New Deborah,57577,1-197-85673-0
Black Tea,Pepsi,Tea,680,3220,7726,-4506,2020-11-10,Lisa Smith,Louisiana,West Colleenport,73076,0-265-49784-1
Wine,Dr. Pepper,Alcoholic,390,4350,4890,-540,2020-03-20,Diane Robinson,Louisiana,Port Emily,96722,1-369-82037-2
Coffee,Pepsi,Coffee,894,3169,923,2246,2022-09-03,Tammy Bowman,New Hampshire,Lake Walter,87916,1-4175-5518-1
Wine,Coca-Cola,Alcoholic,447,5351,5811,-460,2022-05-28,Diana Scott,Rhode Island,North Jillbury,20014,0-203-28256-6
Green Tea,Coca-Cola,Tea,399,9195,2687,6508,2020-05-20,April Taylor,Mississippi,New Michael,03746,1-78413-149-0
Wine,Coca-Cola,Alcoholic,247,4549,1769,2780,2021-12-05,Pamela Ramos,Utah,New Jennifer,04886,0-8137-2648-4
Beer,Pepsi,Alcoholic,509,1288,6493,-5205,2021-11-29,Karen Leonard,Indiana,Elizabethville,57238,1-946991-34-1
Vodka,Coca-Cola,Alcoholic,381,7623,1635,5988,2022-05-28,Stacey Robinson,Arkansas,South Steven,72267,0-8019-3063-4
Cola,Dr. Pepper,Soft Drink,157,7469,609,6860,2020-07-31,Emily Hickman,South Dakota,New Tammychester,29333,0-687-91335-7
Coffee,Coca-Cola,Coffee,721,7274,2791,4483,2021-06-08,Mrs. Debra Humphrey,New Hampshire,East Scott,30700,1-78639-462-6
Vodka,Dr. Pepper,Alcoholic,507,9376,7809,1567,2020-10-27,Lindsay Ward,Nevada,North Staciebury,28842,0-909818-90-8
Black Tea,Pepsi,Tea,502,3609,6857,-3248,2021-08-13,Philip Rodriguez,Utah,East Edwardville,19867,0-286-29583-0
Green Tea,Coca-Cola,Tea,488,1962,5617,-3655,2022-11-01,Zachary Chapman,Minnesota,New Harold,64882,0-04-547834-1
Coffee,Dr. Pepper,Coffee,119,3526,4101,-575,2022-09-15,Melinda Perkins,Kentucky,Lake Michaelstad,04363,0-454-35749-4
Herbal Tea,Coca-Cola,Tea,961,3855,6558,-2703,2021-01-27,Anita Perkins,Rhode Island,Port Heathershire,20005,1-399-73323-0
Green Tea,Coca-Cola,Tea,846,1107,4712,-3605,2022-08-26,George Garcia,Utah,North Amandaville,83086,0-7877-0501-2
Black Tea,Dr. Pepper,Tea,391,7454,518,6936,2020-06-27,Jessica Contreras,Nebraska,Dianamouth,13205,0-402-76655-5
Beer,Coca-Cola,Alcoholic,545,7572,3310,4262,2020-02-01,Michael Mccall,Arizona,Chapmanfurt,86149,1-72108-712-5
Energy Drink,Coca-Cola,Soft Drink,167,8572,4613,3959,2020-11-11,Sandra Rodriguez,Nebraska,Ramirezbury,82930,0-515-65671-2
Green Tea,Coca-Cola,Tea,551,3993,2888,1105,2020-11-01,Shawna Griffith,Idaho,Jeremyfort,53269,1-56409-021-3
Beer,Dr. Pepper,Alcoholic,616,4596,6713,-2117,2020-06-17,Eric Watkins,Louisiana,Emilyton,19360,1-230-54971-4
Cola,Coca-Cola,Soft Drink,752,9261,5373,3888,2020-12-21,Joshua Oneill,Kentucky,Georgeland,52548,1-75114-722-3
Wine,Dr. Pepper,Alcoholic,248,8193,3564,4629,2023-04-12,Elizabeth Hodge,Washington,Terriberg,20016,1-63678-579-4
Lemonade,Coca-Cola,Soft Drink,402,3691,5682,-1991,2022-12-31,Thomas Davis,Kansas,Laneport,02841,1-881373-85-1
Wine,Dr. Pepper,Alcoholic,844,5506,1445,4061,2022-06-02,Jennifer Humphrey,Minnesota,North Gloria,91284,1-116-69008-X
Green Tea,Coca-Cola,Tea,994,1618,7885,-6267,2023-01-25,Samuel Finley,Louisiana,Hernandezbury,64648,0-9624378-5-9
Coffee,Coca-Cola,Coffee,103,4811,6846,-2035,2023-04-06,Joshua Mathis,New Hampshire,Hallport,73020,1-292-61046-8
Coffee,Dr. Pepper,Coffee,231,9087,4057,5030,2022-12-31,Jennifer Steele,North Carolina,Peterborough,41203,1-68035-665-8
Lemonade,Coca-Cola,Soft Drink,859,8604,7119,1485,2020-11-12,Danielle Gordon,California,East Travis,02884,0-6484240-6-5
Energy Drink,Dr. Pepper,Soft Drink,910,7470,2586,4884,2022-05-10,Jack Villarreal,Vermont,Port Michaelton,58375,1-158-27016-X
Beer,Pepsi,Alcoholic,785,1779,2595,-816,2022-07-09,Nathaniel Page,West Virginia,New Victoria,26043,1-73098-269-7
Coffee,Coca-Cola,Coffee,141,3964,788,3176,2021-08-29,Craig Graham,Maine,Paulashire,96735,0-368-36379-1
Energy Drink,Pepsi,Soft Drink,111,2143,5935,-3792,2020-02-20,Heather Bryan,West Virginia,Jacksonchester,58667,0-17-409267-9
Energy Drink,Coca-Cola,Soft Drink,951,8110,5467,2643,2020-07-20,Sarah Calderon,Colorado,West Christinaberg,03247,1-5472-0752-3
Black Tea,Coca-Cola,Tea,876,3193,6400,-3207,2020-03-25,Claudia Garza,West Virginia,Clayview,66774,0-530-60960-6
Beer,Coca-Cola,Alcoholic,496,1334,3421,-2087,2022-04-28,Charles Buck,Tennessee,Armstrongberg,33969,0-435-78281-9
Cola,Dr. Pepper,Soft Drink,700,4536,555,3981,2021-01-17,Janice Rich,North Dakota,North Thomas,37699,1-5254-0151-3
Wine,Dr. Pepper,Alcoholic,747,5031,7252,-2221,2022-12-12,Debbie Richardson,Indiana,Lake Anna,29576,1-82860-952-8
Cola,Pepsi,Soft Drink,308,8060,2206,5854,2021-05-14,Steven Meyers,Texas,Elizabethburgh,67355,1-375-66086-1
Black Tea,Dr. Pepper,Tea,173,7472,3973,3499,2021-01-31,Mr. John Nguyen,Iowa,Blevinsmouth,98964,1-59312-613-1
Green Tea,Dr. Pepper,Tea,906,4213,6568,-2355,2022-01-17,Jaime Li,Maine,Mcdowellland,99337,1-78928-319-1
Beer,Dr. Pepper,Alcoholic,619,9689,2476,7213,2020-11-15,Jennifer Valenzuela,New Hampshire,Baileyfurt,44587,0-461-05528-7
Herbal Tea,Dr. Pepper,Tea,993,2168,1949,219,2021-11-13,Jordan Young,California,Lake Spencer,83774,0-05-840592-5
Vodka,Coca-Cola,Alcoholic,484,4642,6295,-1653,2020-12-30,Christopher Perez,New York,South Amanda,73073,1-365-26089-5
Green Tea,Coca-Cola,Tea,352,9097,1792,7305,2022-09-10,Robert Lucas,Kansas,Matthewchester,42156,1-950975-73-8
Lemonade,Coca-Cola,Soft Drink,659,2794,4829,-2035,2020-08-29,Michael Carter,Delaware,Brianview,98055,1-4311-0022-6
Black Tea,Dr. Pepper,Tea,385,6552,3298,3254,2021-05-27,Joseph Bryan,Illinois,Port Alexanderbury,52298,0-89581-777-2
Energy Drink,Pepsi,Soft Drink,419,1304,4413,-3109,2023-07-28,Rebecca Peterson,Oklahoma,North Heather,07742,0-947078-04-5
Energy Drink,Dr. Pepper,Soft Drink,542,4317,1786,2531,2020-10-13,Lisa Mccall,Wisconsin,Normanfurt,19786,1-958156-44-2
Coffee,Coca-Cola,Coffee,246,6171,2014,4157,2020-12-22,Cheryl Guzman,Kansas,Lunabury,88211,1-62943-944-4
Coffee,Pepsi,Coffee,891,4645,2623,2022,2023-07-28,Susan Gardner,Arizona,Rodriguezfurt,82279,1-161-88490-4
Energy Drink,Pepsi,Soft Drink,224,1126,7162,-6036,2022-07-02,Christine Ramos,Minnesota,Bryantfurt,37256,1-00-924269-5
Vodka,Dr. Pepper,Alcoholic,799,3300,5833,-2533,2022-12-22,Christopher Hancock,Vermont,Washingtonfort,02776,0-12-451786-2
Lemonade,Dr. Pepper,Soft Drink,547,7443,3975,3468,2020-02-19,Linda Johnson,Vermont,Lake Dale,72488,1-4590-1304-2
Beer,Dr. Pepper,Alcoholic,880,4446,1325,3121,2020-03-15,Tonya Patterson,Michigan,New Matthew,68063,0-18-159788-8
Green Tea,Dr. Pepper,Tea,452,6875,907,5968,2022-01-26,Alexandra Hendrix,Kentucky,Parkstad,46493,1-57761-053-9
Coffee,Pepsi,Coffee,169,5295,3229,2066,2023-07-21,Jessica Crawford,South Carolina,Lake Nicholasberg,57742,1-9876-0308-7
Coffee,Coca-Cola,Coffee,576,1372,6563,-5191,2020-01-17,Amanda Montgomery,North Carolina,Brownside,02825,1-56978-503-1
Cola,Coca-Cola,Soft Drink,535,8505,2084,6421,2021-09-03,Sabrina Mitchell,South Dakota,North Maryfort,30331,1-77262-388-1
Coffee,Dr. Pepper,Coffee,251,5366,5175,191,2022-04-15,Mark Cruz,New Jersey,Derekville,61844,1-894141-64-4
Herbal Tea,Dr. Pepper,Tea,722,2759,3096,-337,2022-08-18,Andrea Herring,Wisconsin,Whitneyton,22876,0-533-02174-X
Beer,Coca-Cola,Alcoholic,906,8188,1778,6410,2021-04-08,Gary Solomon,New Jersey,West Mary,04047,1-881923-87-8
Herbal Tea,Coca-Cola,Tea,339,7716,7517,199,2022-03-09,Valerie Jackson,Connecticut,Donnaview,17228,0-427-88642-2
Black Tea,Coca-Cola,Tea,663,8630,5192,3438,2022-09-26,Sharon Rodriguez,Louisiana,Reginafort,02930,1-4026-7317-5
Green Tea,Dr. Pepper,Tea,563,6890,6325,565,2020-06-23,Martin Norris,North Carolina,Marcusmouth,66631,0-301-82748-6
Wine,Coca-Cola,Alcoholic,696,3801,1311,2490,2023-01-04,Kimberly Lee,Tennessee,Port Zachary,04130,0-7409-6815-7
Herbal Tea,Pepsi,Tea,290,6557,5780,777,2022-03-26,Mark Clark,Mississippi,Crawfordfort,62974,0-9858462-1-6
Lemonade,Pepsi,Soft Drink,327,9042,4163,4879,2020-08-19,Cynthia Moore,Hawaii,Lake Justinland,66977,0-86410-728-5
Coffee,Coca-Cola,Coffee,455,6920,5953,967,2020-12-07,Amanda Zimmerman,Idaho,South Laurafurt,27975,1-63623-195-0
Wine,Dr. Pepper,Alcoholic,528,4878,7112,-2234,2023-05-14,Patricia Hughes,Indiana,New Hannahside,34702,0-8141-3935-3
Cola,Dr. Pepper,Soft Drink,784,6404,5801,603,2022-05-26,Brenda Ramirez,Florida,New Valerieview,20036,0-9650314-0-3
Coffee,Dr. Pepper,Coffee,272,5380,778,4602,2022-08-11,Sally Rodriguez,South Carolina,New Stevenport,01612,1-56554-356-4
Black Tea,Dr. Pepper,Tea,424,5988,5384,604,2022-07-19,Richard Willis,Tennessee,Patriciachester,88324,0-653-84192-2
Beer,Pepsi,Alcoholic,989,5368,6853,-1485,2021-04-10,Kathryn Thompson,Maryland,South Larrychester,73003,0-7898-6348-0
Herbal Tea,Coca-Cola,Tea,264,5824,4735,1089,2021-09-23,Jason Marquez,Kansas,East Jamiehaven,70526,1-68374-910-3
Lemonade,Coca-Cola,Soft Drink,811,7053,802,6251,2023-04-26,Michael Smith,Wisconsin,North Zacharystad,96753,1-4179-4695-4
Lemonade,Dr. Pepper,Soft Drink,811,7100,2166,4934,2023-02-02,James Bailey,Arkansas,Gainesside,68007,1-80445-892-9
Green Tea,Coca-Cola,Tea,512,6663,5160,1503,2023-06-28,Donald Lee,Illinois,Hahnchester,02886,1-59395-143-4
Herbal Tea,Dr. Pepper,Tea,194,2945,2728,217,2022-01-21,Emily Ortiz,Massachusetts,New Nicholas,73143,0-7785-3767-6
Cola,Dr. Pepper,Soft Drink,882,9495,3181,6314,2021-06-01,Patrick Smith,Oklahoma,Brownchester,99279,0-06-419510-4
Herbal Tea,Pepsi,Tea,349,1189,7359,-6170,2021-10-30,Brittany Delgado,Rhode Island,Lake Chloebury,60742,0-638-76659-1
Vodka,Coca-Cola,Alcoholic,840,9246,697,8549,2021-06-17,Brian Craig,California,South Alfred,53524,1-356-65702-8
Vodka,Coca-Cola,Alcoholic,449,9281,1527,7754,2021-05-25,Shannon Coleman,Ohio,Lake Paul,47045,0-220-54839-0
Coffee,Dr. Pepper,Coffee,920,7381,5769,1612,2022-09-10,Philip Bailey,Florida,North William,96820,0-7163-3382-1
Vodka,Dr. Pepper,Alcoholic,804,7112,528,6584,2022-03-25,Jennifer Smith,Montana,Freemanshire,38045,1-69460-447-0
Green Tea,Dr. Pepper,Tea,152,9325,1146,8179,2022-08-31,Tina Smith,Arkansas,West Joseph,37444,1-162-35469-0
Lemonade,Coca-Cola,Soft Drink,178,5540,1058,4482,2021-01-07,David Washington,Minnesota,New Lisa,04432,0-18-825368-8
Black Tea,Pepsi,Tea,514,8138,7968,170,2021-08-14,Samantha Simmons,Ohio,Lake Darrenburgh,82068,1-05-865704-6
Black Tea,Pepsi,Tea,427,9493,3136,6357,2022-04-18,Matthew Nelson,North Carolina,Barnesmouth,30262,0-470-96198-8
Green Tea,Pepsi,Tea,165,8628,4314,4314,2022-04-26,Ryan Page,Tennessee,East Kelly,41199,1-958122-40-8
Herbal Tea,Pepsi,Tea,869,4399,1907,2492,2020-05-26,Kaitlyn Hansen,Oregon,Port Rebecca,04796,0-319-25003-2
Herbal Tea,Coca-Cola,Tea,128,1407,1863,-456,2021-02-17,Catherine Russell,Tennessee,Lake Brandon,46845,1-948619-43-1
Coffee,Dr. Pepper,Coffee,613,5456,5102,354,2020-10-23,Danielle Hernandez,Ohio,Malikton,19736,1-5146-3323-X
Herbal Tea,Pepsi,Tea,572,5322,6991,-1669,2021-07-19,Jeffrey Davis,Vermont,Cynthialand,56231,1-878911-64-3
Black Tea,Dr. Pepper,Tea,887,3521,7823,-4302,2022-10-05,Ryan Bryan,New Mexico,Williamborough,85479,0-7940-3977-4
Lemonade,Coca-Cola,Soft Drink,711,9089,4587,4502,2022-11-03,Leah Wilkinson,Iowa,South Angela,58033,1-60676-291-5
Vodka,Pepsi,Alcoholic,593,3356,4051,-695,2021-04-03,Carrie Meyers,Alaska,Terriberg,05034,0-576-83864-0
Energy Drink,Pepsi,Soft Drink,865,1647,1307,340,2020-10-07,Tammy Smith,New York,Alvarezbury,19057,0-362-63768-7
Beer,Coca-Cola,Alcoholic,263,9815,4509,5306,2020-07-07,John Shepherd,Maine,East Noah,08679,0-04-927581-X
Vodka,Pepsi,Alcoholic,582,6835,7878,-1043,2023-04-27,Richard Hall,California,Dunnland,54594,1-5389-7890-3
Beer,Coca-Cola,Alcoholic,751,8768,2094,6674,2022-11-13,Sarah Guerrero,Texas,Marthabury,27108,0-464-32102-6
Wine,Coca-Cola,Alcoholic,278,7081,6521,560,2020-05-23,Christian Robinson,North Carolina,Rachelstad,44914,1-337-99450-2
Black Tea,Dr. Pepper,Tea,473,6037,6661,-624,2021-09-30,Brent Macdonald,California,Catherinefort,30473,0-299-05886-7
Coffee,Pepsi,Coffee,972,9035,2782,6253,2023-01-30,Michaela Hall,Washington,South Jenniferfurt,06372,1-55975-828-7
Wine,Dr. Pepper,Alcoholic,794,1700,3535,-1835,2020-11-24,Lisa Davis,Washington,South Kenneth,06289,1-01-645005-2
Beer,Pepsi,Alcoholic,118,1160,1055,105,2022-09-01,John Ortiz,Washington,South Stefanie,37962,1-86922-122-2
Coffee,Pepsi,Coffee,396,6419,3617,2802,2022-12-11,Monica Best,Alaska,West Dennis,96768,1-897146-38-8
Herbal Tea,Pepsi,Tea,752,6411,7049,-638,2022-05-09,Megan Oliver,Texas,North Craigbury,84758,1-83742-662-7
Cola,Coca-Cola,Soft Drink,581,4216,2708,1508,2023-06-28,Mary Smith,Massachusetts,Mitchellhaven,24042,0-943847-49-4
Green Tea,Pepsi,Tea,828,7290,3646,3644,2023-06-09,Ellen Jones,Delaware,Davidsonland,27296,0-04-804059-2
Lemonade,Dr. Pepper,Soft Drink,471,9637,6619,3018,2020-09-29,Ashley Jackson,Georgia,Morrisshire,48230,0-12-227253-6
Black Tea,Dr. Pepper,Tea,936,5527,7181,-1654,2021-12-23,Steven Murray,Nebraska,Lake Amymouth,99909,0-690-81626-X
Coffee,Coca-Cola,Coffee,417,5124,1987,3137,2022-02-06,Zachary Reynolds,New Jersey,Gilbertstad,31012,0-01-127110-8
Vodka,Coca-Cola,Alcoholic,565,6004,3966,2038,2023-07-11,Brenda Singleton,Indiana,Robinsonport,48689,0-446-47372-3
Coffee,Dr. Pepper,Coffee,421,5780,4959,821,2021-12-22,Danny Hicks,Mississippi,Port Jeanettefort,06150,0-658-90141-9
Coffee,Dr. Pepper,Coffee,551,9662,4140,5522,2023-05-21,Alexis Lucero,Pennsylvania,North Monique,57747,0-468-11861-6
Coffee,Dr. Pepper,Coffee,765,5637,634,5003,2021-10-01,Renee Wheeler,Alabama,South Jillbury,49633,1-55626-954-4
Coffee,Coca-Cola,Coffee,235,7239,5099,2140,2022-09-23,Victoria Mora,New Jersey,New Brandon,80855,1-145-91492-6
Coffee,Pepsi,Coffee,108,2846,4920,-2074,2021-07-02,Carly Garcia,Pennsylvania,West Mary,32098,0-610-15548-2
Cola,Pepsi,Soft Drink,928,1092,7782,-6690,2023-04-18,Seth Ward,Pennsylvania,Stephanieburgh,70758,0-09-886343-6
Green Tea,Dr. Pepper,Tea,956,8290,5556,2734,2022-02-03,Gloria Liu,Washington,New Zacharyburgh,82452,0-919672-37-X
Wine,Coca-Cola,Alcoholic,649,3164,6227,-3063,2023-03-18,Mrs. Linda Martin MD,South Carolina,East Melaniechester,49798,0-416-22423-7
Coffee,Coca-Cola,Coffee,882,1897,7031,-5134,2022-05-25,Larry Collins,South Carolina,Melissamouth,81421,0-653-11687-X
Cola,Dr. Pepper,Soft Drink,647,2347,604,1743,2020-12-20,Vincent Roy,Idaho,New Joshuachester,83237,0-290-90889-2
